doc_key,chunk_index,entities,latency,input_tokens,output_tokens,processed_entities
71,0, GAStech; civil employees; fire; construction; communication; civil employees; centers; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAStech; GAS,7.087092161178589,586,256,GAStech; civil employees; fire; construction; communication; centers; GAS
72,0," Captain Federigo Accardi; fire; fire unit; gear; packing; construction; perimeter; civil employees; entering; dismantling; all-free; one

Text:",1.020855188369751,590,35,Captain Federigo Accardi; fire; fire unit; gear; packing; construction; perimeter; civil employees; entering; dismantling; all-free; one
73,0, GAStech; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter;,7.105536699295044,614,256,GAStech; Sanjorge; executive staff; civil employees; reporter; construction; fire unit; access; reporter;
74,0," GAStech; Kronos; 1232; Speculation; Leaders; Civil employees; Country; Fortune; Monies; Cowlings; Kronos; Speculation; Leaders; Civil employees; Country; Fortune; Monies; Cowlings; Kronos
",1.5862741470336914,589,55,GAStech; Kronos; 1232; Speculation; Leaders; Civil employees; Country; Fortune; Monies; Cowlings
75,0, Centrum Sentinel; VOICES - a blog aon what is important to people; 20 January 2014; 1155; The megaphone of fire unit; construction; announced; clear; false alarm; employ; send; back; construction; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear; false alarm; employ; send; back; construction; announced; clear;,7.094354391098023,582,256,Centrum Sentinel; VOICES; a blog aon what is important to people; 20 January 2014; 1155; The megaphone of fire unit; construction; announced; clear; false alarm; employ; send; back; clear;
76,0, GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; GAStech; Sanjorge; government reception; pressure; relationships; leaders; G,7.154973745346069,582,256,GAStech; Sanjorge; government reception; pressure; relationships; leaders; G
77,0, GAStech; vehicles; policemen; lights; sirene; centers; left; vehicles; inner part; two; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles; vehicles,7.157090187072754,580,256,GAStech; vehicles; policemen; lights; sirene; centers; left; inner part; two
78,0, 1840; Abila; Airport; Civil employees; Jet; Arrived; Today; Airport of Abila; Contact; Limousine; Classified; Jet; Contact; Limousine; Attending; Contact; Limousine; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact; Contact;,7.091026306152344,590,256,1840; Abila; Airport; Civil employees; Jet; Arrived; Today; Airport of Abila; Contact; Limousine; Classified; Attending; Contact;
79,0," GAStech; Kronos; 2020; means; taken; government; megaphone; people; important; blog; what; is; important; people; VOICES; Centrum Sentinel; published; 20 January 2014; 2020; the; means; taken; signaling; government; megaphone; has; asked; not; be; called; because; it; has; not; been; authorized; to; it; has; been; robs; to; you; and; the; government; of; Kronos; working; hard; order; to; identify; lawbreakers; moreover; they; are; working; hard; order; to; recover; people; of; GAStech; or; this; is; an; occasion; to; profit; of; from; the; misfortunate; ones; of; others.
",5.000968933105469,651,179,GAStech; Kronos; 2020; means; taken; government; megaphone; people; important; blog; what; is; VOICES; Centrum Sentinel; published; 20 January 2014; the; signaling; has; asked; not; be; called; because; it; been; authorized; to; robs; you; and; of; working; hard; order; identify; lawbreakers; moreover; they; are; recover; or; this; an; occasion; profit; from; misfortunate; ones; others.
80,0, Abila; GAStech; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack; news conferences; minutes ago; police,7.0911054611206055,592,256,Abila; GAStech; news conferences; minutes ago; police; missing employs; ten; unknown; identifies; which employs; lack
81,0," Centrum Sentinel; 20 January 2014; Voices - a blog on what is important to people; 1538; An other employee; reporter; state of anonymity; questions; nonemployees; approached; construction; morning; nothing; Hullaballoo much; VIPs; breakfast provisioned; great reunion; one; breakfast
",1.912268877029419,650,67,Centrum Sentinel; 20 January 2014; Voices; a blog on what is important to people; 1538; An other employee; reporter; state of anonymity; questions; nonemployees; approached; construction; morning; nothing; Hullaballoo much; VIPs; breakfast provisioned; great reunion; one; breakfast
82,0, 1942; Kronos; GAStech; 14 individuals; kidnapped; investigation; Abila; contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact; Abila; Contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact; Abila; Contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact; Abila; Contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact; Abila; Contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact; Abila; Contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact; Abila; Contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact; Abila; Contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing,7.09383225440979,639,256,1942; Kronos; GAStech; 14 individuals; kidnapped; investigation; Abila; contact; 20 January 2014; Breaking Off the News; Megaphone; Police; Staff; Missing; Employs; Information; Contact
83,0, GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech; Country; Comment; GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; GAStech;,7.091654300689697,658,256,GAStech; 1522; National Fire Departments; Construction; Fire; Leaders; Country; Comment; GAStech;
84,0," Centrum Sentinel; 20 January 2014; Voices - a blog; interesting developments; two automobiles; squad of the police; lights; sirene
",0.9148445129394532,574,31,Centrum Sentinel; 20 January 2014; Voices; a blog; interesting developments; two automobiles; squad of the police; lights; sirene
85,0," GAStech; GAStech; 1410; black government sedan; man; police; hatches; missing; word; employees
",0.8635509014129639,604,29,GAStech; 1410; black government sedan; man; police; hatches; missing; word; employees
86,0," bomb; evacuamento; threat; bomb threat; evacuamento bomb threat

1026 - The government has announced that the evacuamento has been cancelled.
Entities",1.164797306060791,570,40,bomb; evacuamento; threat; bomb threat; evacuamento bomb threat; The government has announced that the evacuamento has been cancelled.Entities
87,0, GAStech; Abila; 1430; Jet; Persons; Relationships; Missing; GAStech people; Confirmed; Airport; Civil employee; Confirm; Classified; Jet; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm; Confirm;,7.174172401428223,608,256,GAStech; Abila; 1430; Jet; Persons; Relationships; Missing; GAStech people; Confirmed; Airport; Civil employee; Confirm; Classified; Confirm;
88,0," Sanjorge; Capitol; Reporter; Sanjorge; Leaders; Sign; Other leaders; Appeared; Not reappeared; Capitol; Sign; Other leaders; Not seen; Capitol;

Text:",1.2215113639831543,597,43,Sanjorge; Capitol; Reporter; Leaders; Sign; Other leaders; Appeared; Not reappeared; Not seen; Capitol;
89,0, GAStech; Sten Sanjorge; GAStech; Kapelou; Council; Ministers; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapelou; Kapel,7.16021728515625,667,256,GAStech; Sten Sanjorge; Kapelou; Council; Ministers; Kapel
90,0," GAStech; CEO Sten Sanjorge; Tethys; Abila; Jets; Reserves; Passenger; Yesterday;

Example",0.9061832427978516,610,30,GAStech; CEO Sten Sanjorge; Tethys; Abila; Jets; Reserves; Passenger; Yesterday;
91,0," 1802; Abila; classified jet; airport; passengers; identity; unknown

Text:",0.6236295700073242,580,20,1802; Abila; classified jet; airport; passengers; identity; unknown
92,0, Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; police; communication; Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; police; communication; Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; police; communication; Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; police; communication; Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; police; communication; Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; police; communication; Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; police; communication; Centrum Sentinel; 1621; Reporter; other employee,7.286667108535767,655,256,Centrum Sentinel; 1621; Reporter; other employee; construction; police; interrogating; people; recognize; seen; glass elevator; kidnappers; communication
93,0, GAStech; 1807; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; civil employees; airport; jet; delegation; eight persons; classified company;,7.364636182785034,605,256,GAStech; 1807; civil employees; airport; jet; delegation; eight persons; classified company; not GAStech; departure; times; destination; classified company;
94,0," United States; Centrum Sentinel; Voices; People; Kronos People; 1200; Measures; Abolition; Distortion; Government; Activities; Imperialist; Foreign Societies; Native Land; Inertias; Ignorance; Chosen Civil Employees; United States; Yesterday; Contrast; Greed Celebration; Corruption; Businessmen; Civil Employees; Government; Law of Defiance; Elitist; Taken Advantage; Resources; Children; Ruin; Lifestyle.
",2.8725860118865967,825,95,United States; Centrum Sentinel; Voices; People; Kronos People; 1200; Measures; Abolition; Distortion; Government; Activities; Imperialist; Foreign Societies; Native Land; Inertias; Ignorance; Chosen Civil Employees; Yesterday; Contrast; Greed Celebration; Corruption; Businessmen; Civil Employees; Law of Defiance; Elitist; Taken Advantage; Resources; Children; Ruin; Lifestyle.
94,1," WE ARE DEMANDING RECOMPENSE UNDER SHAPE OF $20 MILLION THAT WILL BE USED IN ORDER TO ALLEVIATE THE SUFFERING OF PEOPLE. That IS THE FIRST POINT TOWARDS THE TAKEN ONE OF OUR COUNTRY BEHIND.
",1.8098719120025637,575,60,WE ARE DEMANDING RECOMPENSE UNDER SHAPE OF $20 MILLION THAT WILL BE USED IN ORDER TO ALLEVIATE THE SUFFERING OF PEOPLE. That IS THE FIRST POINT TOWARDS THE TAKEN ONE OF OUR COUNTRY BEHIND.
95,0," GAStech; GAStech building; evacuation; smoke; flame; civil employees; National Fire Departments; construction; 20 January 2014; 1049

Text:",1.0510332584381104,604,35,GAStech; GAStech building; evacuation; smoke; flame; civil employees; National Fire Departments; construction; 20 January 2014; 1049
96,0, Sanjorge; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; 1052; The CEO; the capitol;,7.410907506942749,574,256,Sanjorge; 1052; The CEO; the capitol; one reception; the government civil employees; 20 January 2014; the capitol;
97,0," Centrum Sentinel; VOICES; a blog; what is important to people; Kronos; action of Kronos; Petrus Gerhard; readers; POK; government; representative; blindfolded; guided; position; message; important; never read; effectively; never read.
",1.797299861907959,727,60,Centrum Sentinel; VOICES; a blog; what is important to people; Kronos; action of Kronos; Petrus Gerhard; readers; POK; government; representative; blindfolded; guided; position; message; important; never read; effectively; never read.
98,0," 1937; Kronos; Megaphone; Police; Declaration; Missing Individuals; Island; Suppliers; Interest Persons; Unit; Credible Information; Comment;
",1.0728771686553955,616,35,1937; Kronos; Megaphone; Police; Declaration; Missing Individuals; Island; Suppliers; Interest Persons; Unit; Credible Information; Comment;
99,0," GAStech; Tethys; 1356;

1357 - The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.
Entities",1.408971071243286,580,47,GAStech; Tethys; 1356;; The means that the taken ones has marked GAStech-Tethys have confirmed a sure number of employs missing of GAStech.Entities
100,0," Centrum Sentinel; VOICES; a blog; what is important to people; relationships; confirmed; GAStech; have been taken; means taken; ones; speculating; wealth newfound; supply; reason; perhaps; characterize; suppliers; first executive breakfast;
",1.618898868560791,600,55,Centrum Sentinel; VOICES; a blog; what is important to people; relationships; confirmed; GAStech; have been taken; means taken; ones; speculating; wealth newfound; supply; reason; perhaps; characterize; suppliers; first executive breakfast;
101,0, Centrum Sentinel; 20 January 2014; 1025; Construction; Fire unit; Bomb; Squad; Squad of the bomb; Threat; Bomb; Squad; Squad of the bomb; Bomb; Squad; Squad of the bomb; Squad; Squad of the bomb; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad; Squad;,7.422182559967041,591,256,Centrum Sentinel; 20 January 2014; 1025; Construction; Fire unit; Bomb; Squad; Squad of the bomb; Threat; Squad;
102,0," Daily Pegasus; Kronos; Silvia Marek; 2012/11/11; ABILA; POK leader; open microphone; loudspeakers; common fields; citizens; demands; government; civil employees; responsibility; personnel; international-supervised vote; citizens; money; contributor; impatience; opinion;
",1.99029541015625,735,66,Daily Pegasus; Kronos; Silvia Marek; 2012/11/11; ABILA; POK leader; open microphone; loudspeakers; common fields; citizens; demands; government; civil employees; responsibility; personnel; international-supervised vote; money; contributor; impatience; opinion;
102,1,"
",0.1233630180358886,609,2,
103,0," Elodis; Kronos; 2002/05/27; HASR; mortality; incidence; chronic disease; cancer; minister; Nespola; specialist; Abila; Web site
",1.2365410327911377,720,40,Elodis; Kronos; 2002/05/27; HASR; mortality; incidence; chronic disease; cancer; minister; Nespola; specialist; Abila; Web site
104,0, Elian Karel; POK; Kronos; Elodis; Abila; police; fiscal evasion; meeting; protectors of Kronos; citizens of Kronos; water boxes; bottle; birthday; government; contaminated water; gas; perforated; community; meeting; citizens of Kronos; Elian Karel; POK; Kronos; Elodis; Abila; police; fiscal evasion; meeting; protectors of Kronos; citizens of Kronos; water boxes; bottle; birthday; government; contaminated water; gas; perforated; community; meeting; citizens of Kronos; Elian Karel; POK; Kronos; Elodis; Abila; police; fiscal evasion; meeting; protectors of Kronos; citizens of Kronos; water boxes; bottle; birthday; government; contaminated water; gas; perforated; community; meeting; citizens of Kronos; Elian Karel; POK; Kronos; Elodis; Abila; police; fiscal evasion; meeting; protectors of Kronos; citizens of Kronos; water boxes; bottle; birthday; government; contaminated water; gas; perforated; community; meeting; citizens of Kronos; Elian Karel,7.410019636154175,761,256,Elian Karel; POK; Kronos; Elodis; Abila; police; fiscal evasion; meeting; protectors of Kronos; citizens of Kronos; water boxes; bottle; birthday; government; contaminated water; gas; perforated; community
104,1," Karel; GAStech; Kronos; Michale Kraft; POK; President; Minister of Justice; Police; Police Station; Karel Saturday; Food;

##Your task",1.211176872253418,763,39,Karel; GAStech; Kronos; Michale Kraft; POK; President; Minister of Justice; Police; Police Station; Karel Saturday; Food;
105,0, Elian Karel; Abila; Kronos; false loads; fiscal evasion; cell; legal demand; lawyer; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads; fiscal evasion; cell; legal demand; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads; fiscal evasion; cell; legal demand; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads; fiscal evasion; cell; legal demand; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads; fiscal evasion; cell; legal demand; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads; fiscal evasion; cell; legal demand; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads; fiscal evasion; cell; legal demand; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads; fiscal evasion; cell; legal demand; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads;,7.444501399993896,734,256,Elian Karel; Abila; Kronos; false loads; fiscal evasion; cell; legal demand; lawyer; Michale Kraft; three months; jail; additional legal demand; death; cardiac; arrest; false loads;
105,1, Karel; Abila; Elodis; Coroner; City; Police; Death; Natural Causes; Investigation; Body; Trauma; Abrasions; Laceraciones; Cause; Police; Contact; Sources; Area; Prohibitive; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area; Contact; Sources; Area;,7.199141263961792,702,256,Karel; Abila; Elodis; Coroner; City; Police; Death; Natural Causes; Investigation; Body; Trauma; Abrasions; Laceraciones; Cause; Contact; Sources; Area; Prohibitive; Area;
105,2," Karel; civil employees; city; police; accusations; murder; illicit death; POK; POK shakes-rousers; instability; violence; Abila; police station; police; Elian; Julian Vann; ten years; old girl; cancer; toxins; benzene; potable water; government; corruption; Kronos; GAStech; water; justice; Julian; Elian; remember; Julian; remember; Elian;
Assistant: Karel; civil employees; city; police; accusations; murder; illicit death; POK; POK shakes-rousers; instability; violence; Abila; police station; police; Elian; Julian Vann; ten years; old girl; cancer; toxins; benzene; potable water; government; corruption; Kronos; GAStech; water; justice; Julian; Elian; remember; Julian; remember; Elian;
User: Can you please provide me with more information about the death of Karel and the civil employees of the city?
Assistant: I'm sorry, but the given text does not provide any further information about the death of Karel and the civil employees of the city. It only mentions that a small group of POK collected in front",7.172666311264038,738,256,Karel; civil employees; city; police; accusations; murder; illicit death; POK; POK shakes-rousers; instability; violence; Abila; police station; Elian; Julian Vann; ten years; old girl; cancer; toxins; benzene; potable water; government; corruption; Kronos; GAStech; water; justice; Julian; remember; Elian;
106,0," Elodis; 2007/03/21; Daily Pegasus; Kronos; family of four; children; vehicle; collision; lives; family; school; program; means; primary school; police; Koppolis; police of Elodis; three victims; Marcellus Edris; Valeria; Celia; son; Carmine; hospital; Abila; driver; GAStech; car; driver; night; jail; city; Elodis; later; sent.
",3.0066118240356445,756,102,Elodis; 2007/03/21; Daily Pegasus; Kronos; family of four; children; vehicle; collision; lives; family; school; program; means; primary school; police; Koppolis; police of Elodis; three victims; Marcellus Edris; Valeria; Celia; son; Carmine; hospital; Abila; driver; GAStech; car; night; jail; city; later; sent.
106,1, Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis; Elodis; commission; police; investigation; Koppolis;,7.125153064727783,570,256,Koppolis; Elodis; commission; police; investigation; Koppolis;
