doc_key,chunk_index,entities,latency,input_tokens,output_tokens
150,0," Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian Karel | birthplace | Elodis
Elian K",7.241188049316406,1398,256
150,1," Elian | father | Jeroen
Elian | father | founder | Henk Bodrogi
Elian | journey | difficult
Elian | journey | personal life
Elian | journey | steps
Elian | journey | challenges
Elian | journey | father
Elian | journey | founder
Elian | journey | path
Elian | journey | father
Elian | journey | founder
Elian | journey | Henk Bodrogi
Elian | journey | POK
Elian | journey | vision
Elian | journey | future
Elian | journey | healthy
Elian | journey | prosperous
Elian | journey | all
Elian | journey | victims
Elian | journey | environmental catastrophe
Elian | journey | greed
Elian | journey | corruption
Elian | journey | public officials
Elian | journey | three years ago
Elian | journey | ended
Elian | journey | dream
Elian | journey | vision
Elian | journey | healthy
Elian | journey | prosperous
Elian | journey | future
Elian | journey | all
Elian | journey | victims
Elian | journey | environmental catastrophe
Elian | journey | greed",7.303549528121948,1314,256
151,0," Homeland Illumination | publisher | Voices
Homeland Illumination | publisher | Voices
Voices | publisher | Homeland Illumination
Voices | publisher | Maha Salo
Maha Salo | publisher | Voices
1155 | publication date | 20 Jan 2014
The fire department spokesman | publisher | Homeland Illumination
The fire department spokesman | publisher | Voices
The fire department spokesman | publisher | 1155
The fire department spokesman | publisher | Building
The fire department spokesman | publisher | False alarm
The fire department spokesman | publisher | Employees
The fire department spokesman | publisher | 20 Jan 2014
Building | publisher | False alarm
Building | publisher | Employees
Building | publisher | 20 Jan 2014
Employees | publisher | Building
Employees | publisher | 20 Jan 2014
20 Jan 2014 | publication date | Homeland Illumination
20 Jan 2014 | publication date | Voices
20 Jan 2014 | publication date | Maha Salo

Task Description:
The task is to extract Relations between the Entity List for given text, in the form of triplets. Extract triplets from the given Text based solely on the relationships present in the text. Ensure that entities are chosen directly from the provided Entity List to maintain accuracy. Avoid duplicating triplets",7.226800441741943,1178,256
152,0," Maha Salo | author | Homeland Illumination
Kronos | location | Elodis
Protectors of Kronos | organization | POK
POK | organization | Protectors of Kronos
Tiskele Bend GAStech | location | Kronos
federal police | organization | Kronos
protesters | organization | POK
traffic | object | Tiskele Bend GAStech facility
gates | object | Tiskele Bend GAStech facility
Tiskele Bend GAStech facility | location | Kronos
Tiskele Bend GAStech facility | object | Tiskele Bend GAStech
federal police | organization | Kronos
protesters | organization | POK
traffic | object | Tiskele Bend GAStech facility
gates | object | Tiskele Bend GAStech facility
Tiskele Bend GAStech facility | location | Kronos
Tiskele Bend GAStech facility | object | Tiskele Bend GAStech
federal police | organization | Kronos
protesters | organization | POK
traffic | object | Tiskele Bend GAStech facility
g",7.2119715213775635,1312,256
153,0," Elian Karel | died | Abila
Elian Karel | died | Kronos
Elian Karel | died | Michale Kraft
Elian Karel | died | criminal charges
Elian Karel | died | tax evasion
Elian Karel | died | legal action
Elian Karel | died | government
Elian Karel | died | charges
Elian Karel | died | release
Elian Karel | died | trial
Elian Karel | died | police
Elian Karel | died | custody
Elian Karel | died | death
Elian Karel | died | investigation
Elian Karel | died | Abila
Elian Karel | died | Kronos
Elian Karel | died | Michale Kraft
Elian Karel | died | criminal charges
Elian Karel | died | tax evasion
Elian Karel | died | legal action
Elian Karel | died | government
Elian Karel | died | charges
Elian Karel | died | release
Elian Karel | died | trial
Elian Karel | died | police
Elian Karel | died | custody
Elian Karel | died | death",7.385243892669678,1338,256
153,1," Karel | death | Elodis
Karel | death | Abila City Coroner
Karel | death | Karel's family
Karel | death | Abila Chief of Police
Karel | death | Police
Karel | death | Cause of death
Karel | death | Blunt force trauma
Karel | death | Abrasions
Karel | death | Lacerations
Karel | death | Accusations
Karel | death | Murder
Karel | death | Wrongful death
Karel | death | POK rabble-rousers
Karel | death | Instability
Karel | death | Violence
Karel | death | City officials
Karel | death | Rabble-rousers
Karel | death | Incitement
Abila City Coroner | death | Karel
Karel's family | death | Karel
Abila Chief of Police | death | Karel
Police | death | Karel
Cause of death | death | Karel
Blunt force trauma | death | Karel
Abrasions | death | Karel
Lacerations | death | Karel
Accusations | death | Karel
Murder | death | K",7.341645240783691,1352,256
153,2," Elian | victim | Kronos; GAStech; Juliana Vann
Kronos | perpetrator | GAStech; Juliana Vann
GAStech | perpetrator | Kronos; Juliana Vann
Juliana Vann | victim | Kronos; GAStech
Benzene toxins | cause | Juliana Vann
Drinking water | cause | Juliana Vann
Government lies | cause | Juliana Vann
Corruption | cause | Juliana Vann
Abila Police Station | location | small group; POK supporters
Small group | location | Abila Police Station; POK supporters
POK supporters | location | Abila Police Station; small group
Photographs | object | small group; POK supporters
Morning | time | small group; POK supporters
June 19th | date | small group; POK supporters
City park | location | public awareness; speeches; music
Public awareness | topic | speeches; music
Speeches | topic | public awareness; music
Music | topic | public awareness; speeches
Remember | action | Juliana Vann; Elian
Remember | action | Juliana Vann; Elian
Juliana Vann | person | year before
Elian",7.31891918182373,1321,256
154,0," Elodis | location | Kronos
Elodis | location | Homeland Illumination
Elodis | location | Maha Salo
1998 Wellness for All report | publication date | 1998
1998 Wellness for All report | location | Elodis
1998 Wellness for All report | publication date | 1998
1998 Wellness for All report | location | Elodis municipal website
water supply | location | Elodis
water supply | location | Kronos
water supply | location | Homeland Illumination
phenol | substance | water supply
acetic anhydride | substance | water supply
lead | substance | water supply
ethylene glycol | substance | water supply
chronic illness | condition | Elodis
chronic illness | condition | Kronos
chronic illness | condition | Homeland Illumination
chronic illness | condition | Maha Salo
1998 Wellness for All report | publication date | 1998
1998 Wellness for All report | publication date | 1998
1998 Wellness for All report | publication date | 1998
1998 Wellness for All report | publication date | 1998
1998 Wellness for All report | publication date | 1998
1998 Wellness for All report | publication date | 1998
",7.209634304046631,1327,256
155,0," SOURCE | publication date | 20 January 2014
SOURCE | publication date | 20 January 2014
TITLE | publication date | 20 January 2014
TITLE | publication date | 20 January 2014
AUTHOR | publication date | 20 January 2014
AUTHOR | publication date | 20 January 2014
PUBLISHED | publication date | 20 January 2014
PUBLISHED | publication date | 20 January 2014
1027 | publication date | 20 January 2014
1027 | publication date | 20 January 2014
Bomb threat | publication date | 20 January 2014
Evacuation | publication date | 20 January 2014
Evacuation | publication date | 20 January 2014

Task Description:
The task is to extract Relations between the Entity List for given text, in the form of triplets. Extract triplets from the given Text based solely on the relationships present in the text. Ensure that entities are chosen directly from the provided Entity List to maintain accuracy. Avoid duplicating triplets in the output. Use the provided Example Text and Relations Output as references to understand how to identify meaningful relationships between entities from Entity List. Pay attention to all potential relations between all the entities and include them in the output.

Example",6.914911031723023,1175,247
156,0," Citizens | demand | an end to the corruption of the Kronos government officials and the cleanup of the toxic waste dump that has become the Tiskele River near Elodis
Citizens | gather | at several venues across the city, including in front of President Kapelou's publically-owned home and in front of the Abila capital building
Citizens | hope | their voices would be heard by their elected officials
Citizens | handed out | information on flyers printed and donated by local businesses about the lifestyle incongruities between today's elected officials and those of a few years ago
Citizens | gathered | hoping their voices would be heard by their elected officials
Citizens | handed out | information on flyers printed and donated by local businesses about the lifestyle incongruities between today's elected officials and those of a few years ago
Citizens | handed out | information on flyers printed and donated by local businesses about the lifestyle incongruities between today's elected officials and those of a few years ago
Citizens | handed out | information on flyers printed and donated by local businesses about the lifestyle incongruities between today's elected officials and those of a few years ago
Citizens | handed out | information on flyers printed and donated",7.2031800746917725,1338,256
156,1," Demonstrators | bring | citizens
Demonstrators | bring | public consciousness
Demonstrators | bring | concerns
Demonstrators | bring | social and economic parity
Demonstrators | bring | peaceful sit in
Demonstrators | bring | citizens
Demonstrators | bring | public consciousness
Demonstrators | bring | concerns
Demonstrators | bring | social and economic parity
Demonstrators | bring | peaceful sit in
Demonstrators | bring | citizens
Demonstrators | bring | public consciousness
Demonstrators | bring | concerns
Demonstrators | bring | social and economic parity
Demonstrators | bring | peaceful sit in
Demonstrators | bring | citizens
Demonstrators | bring | public consciousness
Demonstrators | bring | concerns
Demonstrators | bring | social and economic parity
Demonstrators | bring | peaceful sit in
Demonstrators | bring | citizens
Demonstrators | bring | public consciousness
Demonstrators | bring | concerns
Demonstrators | bring | social and economic parity
Demonstrators | bring | peaceful sit in
Demonstrators | bring | citizens
Demonstrators | bring | public consciousness
Demonstrators | bring | concerns
Demon",7.196816921234131,1326,256
156,2," Officials | public salaries | hypothetically
Officials | second homes | hypothetically
Officials | large boats | hypothetically
Officials | luxury automobiles | hypothetically
Officials | flaunt | hypothetically

Text:",1.3420448303222656,1110,43
157,0," Kronos | publisher | Wellness For All
Kronos | location | Elodis
Wellness For All | organization | international assistance organization
Juliana Vann | person | family; friends; hospitals; doctor
Leukemia | disease | Juliana Vann
Benzene poisoning | disease | Juliana Vann
1998 | publication date | 19 August 1998
19 August 1998 | publication date | 19 August 1998
Elodis | location | Kronos
Elodis | location | Kronos
Family | person | Juliana Vann
Friends | person | Juliana Vann
Hospitals | location | Kronos
Doctor | person | international assistance organization
International assistance organization | organization | Wellness For All
System | person | Juliana Vann
Damage | condition | Juliana Vann
Recover | condition | Juliana Vann

Text:",5.187401533126831,1337,182
157,1," Kronos | responsible for pollution | GAStech
Kronos | responsible for pollution | Tiskele River
Kronos | responsible for pollution | Tethys corporation
Kronos | responsible for pollution | Juliana
Kronos | responsible for pollution | Private funeral services
Kronos | responsible for pollution | August 21
Kronos | responsible for pollution | Family home
GAStech | responsible for pollution | Tiskele River
GAStech | responsible for pollution | Tethys corporation
GAStech | responsible for pollution | Juliana
GAStech | responsible for pollution | Private funeral services
GAStech | responsible for pollution | August 21
GAStech | responsible for pollution | Family home
Tiskele River | affected by pollution | GAStech
Tiskele River | affected by pollution | Tethys corporation
Tiskele River | affected by pollution | Juliana
Tiskele River | affected by pollution | Private funeral services
Tiskele River | affected by pollution | August 21
Tiskele River | affected by pollution | Family home
Tethys corporation | responsible for pollution | GAStech
Tethys corporation | responsible",7.176759004592896,1211,256
158,0," President | leader | Protectors of Kronos
Protectors of Kronos | leader | Elian Karel
Elian Karel | leader | Protectors of Kronos
Protectors of Kronos | alliance | Kronos citizens
Protectors of Kronos | demand | government
Protectors of Kronos | alliance | Kronos citizens
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors of Kronos | alliance | Elodis
Protectors of Kronos | alliance | rural township
Protectors",7.323381423950195,1376,256
158,1," Elodis | company | GAStech
Elodis | company | Kronos
GAStech | company | Kronos
Karel | person | Elodis
Karel | person | Kronos
Karel | person | GAStech
Karel | person | Michale Kraft
Michale Kraft | person | Karel
Michale Kraft | person | Elodis
Michale Kraft | person | Kronos
Michale Kraft | person | GAStech
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel | person | Michale Kraft
Karel",7.306836128234863,1295,256
159,0," Elodis | location | Kronos
Elodis | publication date | 1998
Elodis | publication date | 2002
Elodis | mortality rate | 178%
Elodis | chronic illness | 178%
Elodis | cancer | 178%
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health | Nespola
Elodis | Minister of Health |",7.303624391555786,1285,256
160,0," Kronos police spokesman | statement | Breaking News
Kronos police spokesman | statement | 1942
GAStech staff | missing employees | 14
GAStech staff | missing employees | 20 Jan 2014
Abila police | statement | Abila police
Abila police | statement | 20 Jan 2014
Missing employees | information | Abila police
Missing employees | information | 20 Jan 2014
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing employees | information | contact
Missing",7.262463808059692,1219,256
161,0," Kronos | location | ABILA
ABILA | location | Kronos
Protests | location | ABILA
Demonstrators | location | ABILA
Mestache Vardshvna | location | West coast
West coast | location | Kronos
Government | location | Kronos
Transparency | location | Government
Public monies | location | Government
Power of free speech | location | Government
Elian Karel | location | Kronos
Juliana Vann | location | Kronos
Heavy toll | location | Kronos
Leaders | location | Kronos
Innocents | location | Kronos


",4.075323104858398,1371,138
161,1," Karel | leader | Protectors of Kronos
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
Karel | death | 2009
",7.340653419494629,1188,256
162,0," GAStech executives | travel to capital building | President Kapelou
GAStech executives | travel to capital building | Ministers
GAStech executives | travel to capital building | Council members
GAStech executives | travel to capital building | President Kapelou
GAStech executives | travel to capital building | Ministers
GAStech executives | travel to capital building | Council members
GAStech executives | travel to capital building | President Kapelou
GAStech executives | travel to capital building | Ministers
GAStech executives | travel to capital building | Council members
GAStech executives | travel to capital building | President Kapelou
GAStech executives | travel to capital building | Ministers
GAStech executives | travel to capital building | Council members
GAStech executives | travel to capital building | President Kapelou
GAStech executives | travel to capital building | Ministers
GAStech executives | travel to capital building | Council members
GAStech executives | travel to capital building | President Kapelou
GAStech executives | travel to capital building | Ministers
GAStech executives | travel to capital building | Council members
GAStech executives | travel to capital building | President Kapelou
G",7.334778308868408,1293,256
163,0," Henk Bodrogi | editor | Elodis Weekly Journal
Henk Bodrogi | person | Kronos
Henk Bodrogi | person | Pondo Reese
Henk Bodrogi | person | Tiskele River
Henk Bodrogi | person | government
Henk Bodrogi | person | community
Henk Bodrogi | person | struggle
Henk Bodrogi | person | protection
Henk Bodrogi | person | elected officials
Henk Bodrogi | person | multinational corporations
Henk Bodrogi | person | poisoning
Henk Bodrogi | person | children
Henk Bodrogi | person | food
Henk Bodrogi | person | response
Henk Bodrogi | person | Tiskele River

Example",4.932007551193237,1337,169
163,1," Henk Bodrogi | person | Reese
Abila | location | Reese
Ministry of Health | location | Reese
Ministry of Justice | location | Reese
Ministry of Foreign Affairs | location | Reese
Ministry of Interior | location | Reese
Health | topic | Reese
Crop yield | topic | Reese
Scientific test results | topic | Reese
Wellness For All | topic | Reese
Medical records | topic | Reese
Reese | person | Henk Bodrogi
Frustrating | topic | Reese
Date | topic | Reese
Hearing | topic | Reese
Petition | topic | Reese
Assistance | topic | Reese

Example",4.127411603927612,1338,141
163,2," Reese | has part | soccer ball
Reese | has part | dust
Reese | has part | children
Reese | has part | choice
Soccer ball | has part | Reese
Soccer ball | has part | dust
Soccer ball | has part | children
Soccer ball | has part | choice

Text:",2.142279624938965,1127,71
164,0," Illumination | source | Homeland Illumination
Homeland Illumination | source | Illumination
VOICES | source | Homeland Illumination
a blog | source | VOICES
what is important | source | VOICES
people | source | VOICES
Maha Salo | source | VOICES
Sanjorge | source | Illumination
CEO | source | Illumination
Petrus Gerhard | source | Illumination
capitol building | source | Illumination
minutes | source | Illumination
received | source | Illumination
word | source | Illumination
Illumination correspondent | source | Illumination
arrived | source | Illumination
few minutes ago | source | Illumination

Text:",4.306023120880127,1198,149
165,0," Maha Salo | leader of the Protectors of Kronos social action organization | Kronos
Maha Salo | leader of the Protectors of Kronos social action organization | Silvia Marek
Silvia Marek | leader of the Protectors of Kronos social action organization | Maha Salo
Protectors of Kronos social action organization | social action organization | Maha Salo
Protectors of Kronos social action organization | social action organization | Silvia Marek
ABILA | location | Elodis city park
ABILA | location | Elodis city park
9 April 2012 | publication date | 9 April 2012
Rally | event | Maha Salo
Rally | event | Maha Salo
Rally | event | Maha Salo
Political corruption | issue | Maha Salo
Political corruption | issue | Maha Salo
Political corruption | issue | Maha Salo
Nepotism | issue | Maha Salo
Nepotism | issue | Maha Salo
Favoritism | issue | Maha Salo
Favoritism | issue | Maha Salo
Elodis city park | location | Maha Salo
Noon",7.317108154296875,1306,256
166,0," Homeland Illumination | publisher | VOICES
Homeland Illumination | publication date | 20 January 2014
VOICES | publisher | Homeland Illumination
VOICES | publication date | 20 January 2014
Maha Salo | author | VOICES
Maha Salo | publication date | 20 January 2014
1146 | publication date | 20 January 2014
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo Accardi | occupation | Fire Captain
Fire Captain Federigo",7.272417306900024,1210,256
167,0," POK | formed | grassroots action group | 1997
POK | formed | social activist group | 1997
Protectors of Kronos | formed | social activist group | 1997
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
Protectors of Kronos | meeting | Cesare Nespola | Minister of Health | 14 November 1998
",7.32653021812439,1396,256
168,0," Maha Salo | author | Homeland Illumination
Maha Salo | author | VOICES
Maha Salo | author | people
Maha Salo | author | Kronos
Maha Salo | author | government
Maha Salo | author | kleptocracy
Maha Salo | author | foreign corporations
Maha Salo | author | homeland
Maha Salo | author | Imperialist activities
Maha Salo | author | elected officials
Maha Salo | author | actions
Maha Salo | author | ignorance
Maha Salo | author | steps
Maha Salo | author | ensure
Maha Salo | author | voice
Maha Salo | author | silence
Maha Salo | author | suppression
Maha Salo | author | distortion
Maha Salo | author | celebration
Maha Salo | author | greed
Maha Salo | author | corruption
Maha Salo | author | foreign businessmen
Maha Salo | author | government officials
Maha Salo | author | exploitation
Maha Salo | author | children
Maha Salo | author | way of life
Maha Salo | author |",7.355442523956299,1442,256
168,1," This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step | Toward
This | step |",7.257375478744507,1113,256
169,0," Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher | VOICES
Homeland Illumination | publisher |",7.282575368881226,1187,256
170,0," Homeland Illumination | publisher | VOICES
Homeland Illumination | publication date | 20 January 2014
VOICES | publisher | Homeland Illumination
VOICES | publication date | 20 January 2014
Maha Salo | author | VOICES
Maha Salo | publication date | 20 January 2014
GAStech headquarters | publisher | Homeland Illumination
GAStech headquarters | publication date | 20 January 2014
Police vehicles | publisher | Homeland Illumination
Police vehicles | publication date | 20 January 2014
Policemen | publisher | Homeland Illumination
Policemen | publication date | 20 January 2014
Lights | publisher | Homeland Illumination
Lights | publication date | 20 January 2014
Sirens | publisher | Homeland Illumination
Sirens | publication date | 20 January 2014
1512 | publisher | Homeland Illumination
1512 | publication date | 20 January 2014
Two | publisher | Homeland Illumination
Two | publication date | 20 January 2014
Each | publisher | Homeland Illumination
Each | publication date | 20 January 2014
Two | publisher | each
Two | publication date | 20 January 2014
Inside | publisher | Homeland Illumination
Inside | publication date | 20 January 2014
Just | publisher | Homeland Illumination
",7.120829820632935,1195,256
171,0," Homeland Illumination | source | Breaking News
Homeland Illumination | title | VOICES - a blog about what is important to the people
Homeland Illumination | author | Maha Salo
Homeland Illumination | published | 20 January 2014
Homeland Illumination | correspondent | Petrus Gerhard
Homeland Illumination | source | Breaking News
Homeland Illumination | title | VOICES - a blog about what is important to the people
Homeland Illumination | author | Maha Salo
Homeland Illumination | published | 20 January 2014
Homeland Illumination | correspondent | Petrus Gerhard
Homeland Illumination | source | Breaking News
Homeland Illumination | title | VOICES - a blog about what is important to the people
Homeland Illumination | author | Maha Salo
Homeland Illumination | published | 20 January 2014
Homeland Illumination | correspondent | Petrus Gerhard
Homeland Illumination | source | Breaking News
Homeland Illumination | title | VOICES - a blog about what is important to the people
Homeland Illumination | author | Maha Salo
Homeland Illumination | published | 20 January 2014
Homeland Illumination | correspondent | Petrus",7.150202512741089,1222,256
172,0," Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian Karel | arrested | POK Leader
Elian K",7.145974397659302,1396,256
172,1," Elodis | company | GAStech
Elodis | company | Kronos
Elodis | company | money
Karel | person | Elodis
Karel | person | Kronos
Karel | person | money
Karel | person | GAStech
Karel | person | Michale Kraft
Karel | person | police
Karel | person | POK rally
Karel | person | jail food
Karel | person | President
Karel | person | Minister of Justice
Michale Kraft | person | Karel
Michale Kraft | person | Karel
Michale Kraft | person | police
Michale Kraft | person | POK rally
Michale Kraft | person | jail food
Michale Kraft | person | President
Michale Kraft | person | Minister of Justice


Text:",4.983678817749023,1285,175
173,0," Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on foreign energy development in Kronos
Minister of Health Cesare Nespola | sponsor | bill to increase taxes on",7.315585613250732,1547,256
173,1," Elodis | pollution | POK
Elodis | water supply | POK
POK | formed | 1997
POK | response | pollution of the Elodis water supply
POK | response | resultant sickness and deaths of local residents
POK | response | Elodis water supply
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year | POK
1997 | year",7.174241781234741,1116,256
