doc_type,chunk_idx,entities,latency,input_tokens,output_tokens,article_name
news_article,16,Alicia Bianca; Potter de Ralf; 4 of February; Kronos; Abila; Sgt Antonio Arresta; body of firemen of Abila; cotton caramel; synthetic marijuana; national center of the poison; khat; Biance,2.4616687297821045,1096,52,Everyday News
news_article,17,"Bianca; Kronos; Elodis; ""spice soña""; ""flower of tulipán""; ""herbaria therapy""; K18; K166; cotton caramel; Asterian; cocaine",2.067725658416748,1095,43,Everyday News
news_article,0,"Homeland Illumination; VOICES; Maha Salo; 20 January 2014; GAStech; Sanjorge; Kronos; 21 January 2014; Petrus Gerhard; Protectors of Kronos; A CELEBRATION OF UNFETTERED KLEPTOCRACY; 19 January 2014; ABILA; President Kapelou II; CEO Sten Sanjorge Jr.; TAX MEASURE DEFEATED, POK EFFORTS STALLED; 22 March 2001; Abila; Minister of Health Cesare Nespola; General Assembly; Elodis",6.316178560256958,1159,130,Homeland Illumination
news_article,1,"Protectors of Kronos; Elodis; Minister; Henk Bodrogi; Homeland Illumination; Minister Nespola; GAStech; Maha Salo; 20 January 2014; 1251; 20 Jan 2014; Petrus Gerhard; 20 June 2011; ABILA, Kronos; Elian Karel; Abila; Michale Kraft; Abila City Coroner",4.845795154571533,1056,89,Homeland Illumination
news_article,2,Abila City Coroner; Karel; Elodis; Abila Chief of Police; POK; June 19th; Abila Police Station; Elian; Juliana Vann; 1998; Kronos; GAStech; Homeland Illumination; VOICES - a blog about what is important to the people; Maha Salo; 20 January 2014; 2020,3.2084312438964844,1098,83,Homeland Illumination
news_article,3,GAStech; 20 Jan 2014; Homeland Illumination; POK; Petrus Gerhard; 20 June 2012; ABILA; Kronos; Protectors of Kronos; Elian Karel; 19 June 2009; Silvia Marek; Elodis; Jeroen; Antaura Karel; Juliana Vann; Henk Bodrogi; Abila; Maha Salo; 20 January 2014; The fire department,4.065033435821533,1125,101,Homeland Illumination
news_article,4,20 Jan 2014; Homeland Illumination; POK PROTESTS END IN ARRESTS; Maha Salo; 05 April 2005; ELODIS; Kronos; Protectors of Kronos; POK; Kronos federal police; Tiskele Bend GAStech facility; This is Our Land; Songs of the Farmer; The Weavers of our Homeland; A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL; Petrus Gerhard; 20 June 2011; ABILA; Elian Karel; Abila jail cell; cardiac arrest; Michale Kraft; Abila City Coroner; Elodis; Abila Chief of Police,5.315629243850708,1129,145,Homeland Illumination
news_article,5,Karel; POK; June 19th; Abila Police Station; Elian; Juliana Vann; 1998; Kronos; GAStech; Homeland Illumination; ELODIS PUBLIC HEALTH FACT SHEET - UPDATE; Maha Salo; 31 May 2000; ELODIS; Hyper Acidic Substrate Removal; HASR; 1998 Wellness for All; Elodis; phenol; acetic anhydride; lead; ethylene glycol; Minister of Health Nespola; Abila General Hospital; VOICES - a blog about what is important to the people; 20 January 2014; 1027; WHO BRINGS A GUN TO A SIT IN?,5.844094276428223,1125,152,Homeland Illumination
news_article,6,20 Jan 2014; Homeland Illumination; Petrus Gerhard; 20 June 2013; ABILA; Kronos; June 19th; Protectors of Kronos; Tiskele River; Elodis; President Kapelou; Abila capital building; POK; Abila Police; Juliana Vann; 1998; benzene; 19 August 1998; Government of Kronos,4.20076060295105,1121,88,Homeland Illumination
news_article,7,ELODIS; Kronos; Juliana Vann; leukemia; benzene poisoning; Wellness For All; GAStech; Tiskele River; Tethys corporation; August 21; Homeland Illumination; POK; Karel; Petrus Gerhard; 12 March 2009; ABILA; Protectors of Kronos; President; Elian Karel; Michale Kraft,3.5804123878479004,1152,81,Homeland Illumination
news_article,8,Karel; Michale Kraft; POK; President; Minister of Justice; Homeland Illumination; ELODIS PUBLIC HEALTH FACT SHEET 2002; Maha Salo; 25 May 2002; ELODIS; Kronos; Elodis Community Health Center; Wellness for All; 1998; Hyper Acidic Substrate Removal; HASR; Elodis; Minister of Health Nespola; Abila General Hospital; VOICES; 20 January 2014; 1942; Kronos; GAStech; Abila; 20 Jan 2014; 7 September 2012; PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION; ABILA; Mestache Vardshvna; west coast of Kronos; Homeland Illumination,7.021235942840576,1139,167,Homeland Illumination
news_article,9,"Vardshvna; Elian Karel; Juliana Vann; Protectors of Kronos; 2009; 1998; Homeland Illumination; VOICES - a blog about what is important to the people; Maha Salo; 20 January 2014; GAStech; Sten Sanjorge; President Kapelou; 20 Jan 2014; ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME?; Petrus Gerhard; 15 May 1998; Kronos; Pondo Reese; Elodis Weekly Journal; Tiskele River; Henk Bodrogi",5.062101364135742,1131,135,Homeland Illumination
news_article,10,"Reese; Henk Bodrogi; Abila; Ministry of Health; Wellness For All; Homeland Illumination; VOICES - a blog about what is important to the people; Maha Salo; 20 January 2014; 1052; Illumination; Petrus Gerhard; CEO Sanjorge; 20 Jan 2014; RALLY SCHEDULED IN SUPPORT OF INCREASED GOVERNMENT ACCOUNTABILITY; 9 April 2012; ABILA, Kronos; Silvia Marek; Protectors of Kronos; Kronos; Elodis city park",5.001394271850586,1069,122,Homeland Illumination
news_article,11,"Elodis; Homeland Illumination; Maha Salo; 20 January 2014; Fire Captain Federigo Accardi; 20 Jan 2014; 14 November 1998; ABILA, Kronos; Protectors of Kronos (POK); Cesare Nespola; Minister of Health; late 1990s; POK leader Henk Bodrogi; 1997; 21 January 2014; PEOPLE OF KRONOS; $20 MILLION",3.784663438796997,1214,102,Homeland Illumination
news_article,12,"$20 MILLION; OUR COUNTRY; 21 Jan 2014; Homeland Illumination; VOICES; Maha Salo; 20 January 2014; GAStech; 20 Jan 2014; 1512; Two police vehicles; 20 Jan 2014; 1515; BREAKING NEWS; Petrus Gerhard; Abila airport; 1430; GAStech executives; 20 Jan 2014; POK LEADER KAREL ARRESTED; 12 March 2009; ABILA, Kronos; Elian Karel; tax evasion charges; Protectors of Kronos; Elodis; President; bottled water; Kronos; gas drilling; GAStech",6.594549417495728,1161,151,Homeland Illumination
news_article,13,Elodis; Kronos; GAStech; Karel; Michale Kraft; POK; President; Minister of Justice; Homeland Illumination; Maha Salo; 7 July 1999; ABILA; Cesare Nespola; Protectors of Kronos; Carmine Osvaldo; Juliana Vann; 1997; 20 January 2014; 1025; fire department; 20 Jan 2014; 1522; GAStech employees,5.283771276473999,1100,102,Homeland Illumination
news_article,14,20 Jan 2014; Homeland Illumination; VOICES; Maha Salo; 20 January 2014; 1522; GAStech; ELODIS; KRONOS; Petrus Gerhard; 25 April 1998; Henk Bodrogi; Ferro Hardware store; Kronos; Bodrogi,3.301504135131836,1162,70,Homeland Illumination
news_article,15,Wellness For All; Bodrodgi; Elodis; Tiskele River; GAStech; Southeast Asia; Joclyn Reynolds; Hank Fluss,1.7698862552642822,1085,33,Homeland Illumination
news_article,16,"GAStech; Hank Fluss; Sanjorge; Elodis; Sten Sanjorge, Jr.; 1990; Reynolds; Kronos; Pondo Reese; May 15, 1998; Homeland Illumination; VOICES - a blog about what is important to the people; Maha Salo; 20 January 2014; 1356; GAStech-Tethys; 20 Jan 2014; 1049; 21 January 2014; 1016; CEO Sten Sanjorge; Tethys; Abila airport",5.22836971282959,1134,121,Homeland Illumination
news_article,17,Abila airport; 21 Jan 2014; Homeland Illumination; VOICES - a blog about what is important to the people; Maha Salo; 20 January 2014; fire department; Kronos; 20 Jan 2014; Petrus Gerhard; 21 January 2014; Abila police; GAStech; 20 January 2014; Airport officials; private jets; private company; VIPs.,4.41503119468689,1158,92,Homeland Illumination
news_article,18,GAStech; Kronos; 20 Jan 2014; Homeland Illumination; VOICES - a blog about what is important to the people; Maha Salo; 20 January 2014; Elodis; Petrus Gerhard; 15 May 1998; Wellness for All; Elodis Community Health Center; arsenic; acetic anhydride; benzene; chlorine dioxide; 31 August 2001; Protectors of Kronos; Tiskele Bend fields; Tiskele River; Juliana,3.7012939453125,1129,112,Homeland Illumination
news_article,19,"Homeland Illumination; GAStech; Government of Kronos; Griffith Mabel; Elodis; POK; Charley Normand; Abila; Maha Salo; 20 January 2014; Gerhard; Sanjorge; 20 Jan 2014; Petrus Gerhard; 2 February 1993; ABILA, Kronos; President Luis Araullo; Kronos; 86-14 vote; Minister of the Interior Tomas Sarto",3.934526205062866,1119,98,Homeland Illumination
news_article,20,"86-14 vote; last month; Minister of the Interior; Tomas Sarto; Kronosians; President; Homeland Illumination; GASTECH TRUCK HITS AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD; Maha Salo; 20 March 2007; ELODIS, Kronos; Elodis family; Tuesday afternoon; Spring Program; Elodis Primary School; Elodis Assistant Police Commissioner; Adian Koppolis; Marcellus Edris; 33; Valeria; 30; Celia; 7; Carmine; Abila hospital; GAStech truck; 25-year old; Elodis city jail; Commissioner Koppolis; ELODIS, KRONOS:  A TOWN IN NEED, Part One; Petrus Gerhard; 19 March 1998; Tiskele River; Mt. Bouro; 250 years; People of Kronos.",8.383854866027832,1133,196,Homeland Illumination
news_article,21,Bouro; Kronos; Pondo Reese; Elodis Weekly Journal; Tiskele Bend; '94; GAStech International; Sten Sanjorge Jr; Tethys; 1961; Sten Sanjorge Sr; Hank Fluss; Elodis; 6500,2.6497743129730225,1117,62,Homeland Illumination
news_article,22,"Reese; GAStech; Henk Bodrogi; Osvaldo; April 25, 1998; Homeland Illumination; VOICES; Maha Salo; 20 January 2014; Gerhard; Sanjorge; 20 Jan 2014; Elian Karel; Kronos; Abila City Prison; March 12; Michale Kraft; Protectors of Kronos; Kriste Brontes; POK; 19 June 2009; Abila",4.670063734054565,1164,103,Homeland Illumination
news_article,23,Kriste Brontes; March; POK; Karel; Elodis; Juliana Vann; 1998; Tethyn; GAStech; President's office; Minister of Justice; Chief of Police; Homeland Illumination; VOICES; Maha Salo; 20 January 2014; 1621; second floor; 20 Jan 2014; ELODIS PUBLIC HEALTH FACT SHEET 2004; Petrus Gerhard; 29 May 2004; ELODIS; Kronos; Elodis Community Health Center; Wellness for All; Elodis municipal website; 21 January 2014; 0715; GAStech; Police; fourteen; Tethys; Abila Police; GAStech-Kronos; 10:15.,7.54789662361145,1121,167,Homeland Illumination
news_article,24,21 Jan 2014; Homeland Illumination; POK; Petrus Gerhard; 7 March 2009; ABILA; Kronos; Juliana; Kronos government; Saturday; President Araullo; 1993; Ten-year; Juliana Vann; 1998; GAStech; Abila General Hospital; 1997; Jon L.; Elian Karel; Abila City park; Henk Bodrogi; POK campaign,3.759861946105957,1092,95,Homeland Illumination
news_article,25,Homeland Illumination; Maha Salo; 20 January 2014; Petrus Gerhard; Tethys; Abila Police Headquarters; 19 June 2010; ABILA; Kronos; Elian Karel; Abila City Coroner; July 2010; POK; Protectors of Kronos; Kronosian; Juliana; President's office,3.5554044246673584,1084,79,Homeland Illumination
news_article,26,GAStech; Abila Airport; Petrus Gerhard; Juliana; Elian; Homeland Illumination; Maha Salo; 20 January 2014; VOICES - a blog about what is important to the people; Abila; 1840; 1802; 1837; 1744,2.736598014831543,955,66,Homeland Illumination
news_article,0,Abila; Kronos; Tiskele Bend; GAStech; Protectors of Kronos; Juliana Vann; 1998; Adrien Carman; International News; 2001/08/31; Parliament; President Araullo; 1993/01/19; Ministry of the Interior; Tethyn; 2014/01/21; POK,3.871153354644776,1069,79,International News
news_article,1,Adrien Carman; Tethyn; POK; International News; GAStech; 2014/01/20; ABILA; Kronos; Protectors of Kronos; Edvard Vann; Tethyn Ministry of Foreign Affairs; 2013/12/16; Adrien Carmen; Capitol; Elian Karel; Juliana Vann; 2013/06/20,3.3424057960510254,1115,83,International News
news_article,2,Abila; Kronos; POK; Tiskele Bend; International News; 2005/04/06; GAStech; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Rufus Drymiau; The Star; Sten Sanjorge Jr.; Tethys; President Kapelou; Capitol Building; Abila General Hospital; 2014/01/19; 1995/10/11; Sten Sanjorge Jr.,4.943826198577881,1095,108,International News
news_article,3,Sanjorge; Kronos; Minister Sarto; International News; POK; Rufus Drymiau; 2011/07/28; ABILA; Araullo; Abila General Hospital; 1995/11/21; Torsten Trucco; General Assembly; 2001/03/18; Cesare Nespola; Oil; Gas Development,3.069211721420288,1089,77,International News
news_article,4,Cesare Nespola; Minister of Health; Assembly; President Kapelou; International News; GAStech; Sanjorge Escapes; 2014/01/21; ABILA; Kronos; Centrum; Tethys; Sten Sanjorge Jr.; Capitol Building; POK Protest; 2009/02/18; Protectors of Kronos (POK); Adrien Carman,3.2094671726226807,1085,87,International News
news_article,5,Adrien Carman; GAStech; Rufus Drymiau; POK; International News; Kapelou; 2012/06/22; ABILA; Kronos; Elodis; 2010/06/21; Protectors of Kronos; Elian Karel; Juliana Vann; Abila Police; Marek; Tiskele Bend Gas Fields; 1996/03/14; Ministry of Interior,3.333996534347534,1123,92,International News
news_article,6,"Minister Sarto; GAStech; Tiskele Bend; International News; Minister Nespola Champions Added Taxes on Oil, Gas Development; 1999/07/04; ABILA; Kronos; Minister of Health Cesare Nespola; Activist Leader Karel Arrested for Tax Evasion; 2009/03/12; Elian Karel; Protectors of Kronos; Michale Kraft; POK Anniversary Rally Ends in Riot; 2012/06/20; POK",4.859904766082764,1124,106,International News
news_article,7,Police; Government,0.4787514209747314,693,3,International News
news_article,0,"International Times; GAStech; 22 February 2013; Kronos; Tethys; Mediterranean; Sten Sanjorge, Jr; Black Sea; Europe; Kronosian government",1.9028894901275637,1105,40,International Times
news_article,1,GAStech; Kronos; International Times; 21 January 2014; Protectors of Kronos; Sten Sanjorge Jr; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; $20 Million; John Rathburn; Tethys; APA; Asterian People's Army; Abila; Tethan Ministry of Foreign Affairs; 20 February 2012; Government energy officials; 15 wells; 26 wells; six years ago,4.511929750442505,1073,106,International Times
news_article,2,Exploration drilling; 26 wells; six years ago; oil and gas; Kronos; Energy Minister Jules Jecovic; Oil and Gas Kronos; 15%; last year; barrel of oil; 27%; a year; K17; K30; 12 months; GAStech; Norway; North America; Kronos Treasury; K3.5bn; 2011-12 financial year; K2bn; current year; 2012; 8%; .83m barrels of oil per day; gas equivalent; International Times; Elian Karel; 22 June 2009; Abila; Protectors of Kronos; Kronosian government; Friday; POK; island nation.,5.836240768432617,1089,149,International Times
news_article,3,Kronosian government; POK; Juliana Vann; GASTech corporation; 1998; Karel; GAStech; May; Kronos; Sten Sanjorge Jr.; Abila; International Times; Abila police; 20 June 2012; Protectors of Kronos; Kronos government; GAStech international; Juliana Vann; 10 year old,3.151497840881348,1091,83,International Times
news_article,4,"Interpol; International Times; 21 October 2013; Elian Karel; POK; Robert Loblaw; Tethys Counterdrug Team; Times; MDMC; ""cotton candy""; ""spice dreams""; ""Tulip Blossom""; Asteria; Tethys; Asterian People's Army; APA; ""Arise""",3.766747236251831,1048,74,International Times
news_article,5,"Senior Inspector Loblaw; Tethys; MDMC; International Times; Leadership; 4 October 1982; Times; 2 October; GASTech; Sten Sanjorge; Global disasters drain charity coffers; 14 November 1999; UN Office for Coordination of Humanitarian Affairs; 15 million; CARING Singapore; Kosovo; Dr. Jayala Mahmed; Malaysia; Tuesday; Izmit; Turkey; 20,000; Taiwan; 7.3; Richter scale; Wellness for All; September",4.38254451751709,1075,112,International Times
news_article,6,Wellness for All; September; Taiwan; Richter scale; Emergency Teams; Global Emergency Disaster Organization; Jim Cordon; FoodSupport; International Times; Kronos; 12 November 2013; Shawn Pastorini; Abilia; Protectors of Kronos; Terek Kamal; Times; Abila; GAStech International,2.9028539657592773,1073,68,International Times
news_article,7,Terek Kamal; Times; Abila; Kronosian; GAStech International; Tethys; Kronos; Dorel Kapelou II; International Times; Kronos's Protectors of Kronos; 22 February 2009; POK; Rufus Drymiau; 1997.,2.732976198196411,1008,66,International Times
news_article,8,Protectors of Kronos; Kronos; 1997; Wellness for All; Justice for Juliana; Abila; POK; Mr. Drymiau; Tethys; 1998; International Times; Elodis; 18 March 2007; Abila Children's Hospital; GAStech; Calistermi Road; 9AM; KDT; Adian Koppolis; Centrum; Tethan Gas Industry; 2 October 1982,4.620756387710571,1130,99,International Times
news_article,9,Centrum; Tethan Gas Industry; International Times; 2 October 1982; Tethys; Sanjorge Gas company; Thethys; Sten Sanjorge; Daily Record; Glasgow; 1970s; North Sea; Scotland; 1960s; GAStech,2.734415054321289,1097,62,International Times
news_article,10,GAStech; natural gas; Centrum; Sanjorge; Sten Jr.; Hank Fluss; Tethan government; Tethys; hyper-acidic substrate removal techniques; 1974; Sten Sanjorge; International Times; Abila Hospitals; 7 February 2013; Emergency Department; Abila General Hospital; Kronos; cotton candy; synthetic marijuana; Alicia Bianca; Ralf Potter; February 4; Kronos National Poison Center,4.324490070343018,1099,97,International Times
news_article,11,Kronos National Poison Center; Abila General; Bianca; Sgt Antonio Arresta; Abila Fire Department; Cotton Candy; synthetic marijuana; khat; Spice Dreams; Tulip Blossom; Kronos; herbal therapy,1.9796483516693115,1079,46,International Times
news_article,12,"International Times; 3 May 1984; Mediterranean Sea; GAStech; Sten Sanjorge, Jr.; Kronos; Ministry for Energy and Development; Kronosian; Shale gas; Elodis; Bianca; Asterian People's Army; cotton candy; cocaine; herbal therapy; hyper-acidic substrate removal",2.677000999450684,1083,69,International Times
news_article,13,"Shale gas; hyper-acidic substrate removal; West; Europe; Sanjorge; GAStech; Kronos; Professor Oskar Wertz; Tethys University; European energy; 20, 30 or 40 years; 10 years",3.2147083282470703,1051,54,International Times
news_article,0,Kronos Star; POK; Annual POK Rally; Riot; Marcella Trapani; 20 June 2013; ABILA; Kronos; Capitol building; Elian Karel; Juliana Vann; President Dorel Kapelou; Tethys corporate capitalism; GAStech; Cato Rossini; 20 January 2014; 12:20 PM; Abila police; Protectors of Kronos; 18 February 2009; GAStech regional headquarters; gas and oil fields,3.979024648666382,1131,111,Kronos Star
news_article,1,"Adrien Carman; GAStech; POK; Elodis; Elian Karel; Rufus Drymiau; Protectors of Kronos; President Kapelou; Kronos Star; Cato Rossini; 19 January 2014; ABILA, Kronos; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Sten Sanjorge Jr.; Tethys; Capitol Building; GAStech International; Tiskele Bend; Abila General Hospital; Marcella Trapani; 15 December 2013",4.8825764656066895,1137,125,Kronos Star
news_article,2,"Kronos Star; Carmen; POK; Eva Thayer; 17 March 2001; ABILA, Kronos; General Assembly; Cesare Nespola; President Kapelou; Marcella Trapani; 30 August 2001; Tiskele Bend fields; GAStech; Protectors of Kronos; Juliana Vann; 1998; Adrien Carman; Carmine Gurganus",4.222026109695435,1118,90,Kronos Star
news_article,3,Protectors of Kronos; Kronos; Carmine Gurganus; Kronos Star; POK; Siopa District; Marcella Trapani; 20 June 2011; ABILA; GAStech; Cato Rossini; 20 January 2014; Tethys; Minister of Health; Eva Thayer; 14 June 2001; Cesare Nespola,3.3613626956939697,1160,83,Kronos Star
news_article,4,Minister Nespola; 62; Ministry of Health; 1995; Araullo; President Kapelou; 2000; Vincent Kapelou; 28; Bachelor's of Science; Chemistry; Master's of Science; Biochemistry; Tethys Central University; Kronos Star; GAStech; Cato Rossini; Marcella Trapani; 20 January 2014; 6:30 PM; 3:20 PM; 8:15 PM; 7:15 PM; Abila; 7:30 pm; 5:30 PM; Protectors of Kronos; POK,5.976117372512817,1158,132,Kronos Star
news_article,5,"Protectors of Kronos; POK; Kronos Star; Marcella Trapani; 20 June 2012; ABILA, Kronos; GAStech; Cato Rossini; 20 January 2014; Vincent Kapelou; Minister of Health; 7 March 2012; Abila General Hospital",3.719883918762207,1136,69,Kronos Star
news_article,6,"Vincent Kapelou; Cesare Nespola; Andreas; Kronos Star; Lelio Masin; 18 January 1998; ABILA, Kronos; President Araullo; Abila; Kronos; GAStech; Cato Rossini; Marcella Trapani; 20 January 2014; Minister of Health; 2001; 39; President Kaeplou; Foreign Investment; GAStech Headquarters Building",4.444758653640747,1104,95,Kronos Star
news_article,7,"GAStech; Kronos Star; Cato Rossini; Marcella Trapani; 20 January 2014; Mr. Strum; Tiskele Bend Gas Fields; Donato Petri; 13 March 1996; ABILA, Kronos; Ministry of Interior; Sarto; Tiskele Bend; Kronos; President Araullo; 21 November 1995; Abila General Hospital; 1930; Torsten Trucco",3.63703727722168,1161,97,Kronos Star
news_article,8,"Torsten Trucco; Abila General; Araullo; Kronos Star; GAStech Headquarters Building; Cato Rossini; Marcella Trapani; 20 January 2014; Willem Vasco-Pais; Tethys; Sten Sanjorge Jr.; Abila International Airport; GAStech; POK; ABILA, Kronos; Protectors of Kronos; Edvard Vann; Centrum; Tethyn Ministry of Foreign affairs; Abila police headquarters.",4.27090048789978,1149,105,Kronos Star
news_article,9,"Tethyn federal law enforcement; Tethyn Ministry of Foreign affairs; Kronos; Abila police headquarters; Kronos Star; GAStech Headquarters Building; Cato Rossini; Marcella Trapani; 20 January 2014; Ingrid Barranco; GSAtech; GAStech's Sanjorge Escapes Kidnapping at GAStech HQ; Eva Thayer; 21 January 2014; ABILA, Kronos; GAStech headquarters; Centrum, Tethys; Sten Sanjorge Jr.; Tethys; Abila; President Kapelou; Capitol Building; Minister Nespola Champions Added Taxes on Oil, Gas Development; Donato Petri; 3 July 1999; Minister of Health Cesare Nespola; Abila General Hospital",8.201496839523315,1128,168,Kronos Star
news_article,10,"Abila General Hospital; Kronos Star; GAStech Headquarters Building; Cato Rossini; Marcella Trapani; 20 January 2014; 3:05 PM; Abila Police Headquarters; 20 June 2010; ABILA, Kronos; Protectors of Kronos; Elian Karel; Juliana Vann; Silvia Marek; Adrien Carman; 4:25 PM",3.542062997817993,1143,89,Kronos Star
news_article,11,Kronos Star; GAStech Headquarters Building; Cato Rossini; Marcella Trapani; 20 January 2014; Ada Campo-Corrente; GSAtech; Lelio Masin; 10 October 1995; ABILA; Kronos; Sten Sanjorge Jr.; GAStech international; GAStech-Kronos; Sarto; Federigo Accardi; 11:55 PM; Abila Fire Captain; GAStech; Kapelou; POK; Eva Thayer; 21 June 2012; Elodis,4.322253704071045,1127,122,Kronos Star
news_article,12,"Kapelou; Elodis; POK; Kronos Star; Public Threat; Eva Thayer; 27 July 2011; ABILA, Kronos; Rufus Drymiau; GAStech; Cato Rossini; Marcella Trapani; 20 January 2014; Sten Sanjorge Jr.; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Protectors of Kronos; 20 June 2009; Elian Karel; Siopa",4.293493032455444,1164,114,Kronos Star
news_article,13,"Siopa; Kronos Star; Lelio Masin; 9 November 1998; ABILA, Kronos; Cesare Nespola; Tiskele Bend; Elodis; Tethys; Dr. Ronald Gerard; Abila General Hospital; Cato Rossini; Marcella Trapani; 20 January 2014; Tethyn Ministry of Foreign Affairs; Donato Petri; 18 January 1993; Parliament; President Araullo; Tomas Sarto; Minister of the Interior; Kronos; Protectors of Kronos; President Kapelou; Ministry of Health; GAStech Headquarters Building",5.480080842971802,1128,132,Kronos Star
news_article,14,"Kronos Star; GAStech International; Donato Petri; 12 March 1993; ABILA, Kronos; President Araullo; Tethys; Tiskele Bend; Sten Sanjorge Jr.; Ministry of Interior; Kronosian; Cato Rossini; Marcella Trapani; 20 January 2014; POK; Carman; GAStech; 7:45 PM; 10:15 AM; Abila; Kronos; energy development companies; Ministry of the Interior; Tiskele Bend fields; GAStech Headquarters Building",4.738770246505737,1114,123,Kronos Star
news_article,15,"GAStech; Sten Sanjorge Jr.; Capitol Building; Kronos Star; Marcella Trapani; 21 January 2014; ABILA, Kronos; Abila; Adrien Carman; Tethyn; POK; Cato Rossini; 20 January 2014; Abila fire department; Edvard Vann",2.783820629119873,1052,74,Kronos Star
news_article,16,"Edvard Vann; POK; Abila; Kronos Star; GAStech Headquarters Building; Cato Rossini; Marcella Trapani; 20 January 2014; Adrien Carman; GasTech; Tiskele Bend Fields; 6 April 2005; ABILA, Kronos; Rufus Drymiau; Assembly",3.4303996562957764,1124,74,Kronos Star
news_article,17,"Rufus Drymiau; Kronos Star; GAStech Headquarters Building; Cato Rossini; Marcella Trapani; 20 January 2014; Orhan Strum; GSAtech; 1:25 PM; Activist Leader Karel; 12 March 2009; ABILA, Kronos; Elian Karel; Protectors of Kronos; Michale Kraft; Adrien Carman; 7:40 PM; island of Kronos; 1:00 PM; GAStech",5.488128662109375,1122,110,Kronos Star
news_article,0,"Modern Rubicon; ON SCENE BLOG; 21 January 2014; POK; Kronos; GAStech; $20 million; 20 January 2014; Abila; Morgue; Sten Sanjorge, Jr.; Tethys; Kronos; AFD; police; company; 1947; news conference; police of Abila; fourteen; staff of GAStech; investigation",3.2313249111175537,1178,87,Modern Rubicon
news_article,1,Abila; Modern Rubicon; ON SCENE BLOG; 21 January 2014; GAStech; 20 January 2014; Tethys; Kronos; Rome; 15:20; AFD; 11:45,2.2728679180145264,1063,52,Modern Rubicon
news_article,2,GAStech; AFD; Modern Rubicon; 20 January 2014; Kronos; Edvard Vann; POK; 11:45; 2021; 1915; 1721,1.846784591674805,1111,45,Modern Rubicon
news_article,3,"GAStech; Modern Rubicon; ON SCENE BLOG; 20 January 2014; Abila; Kronos; Tethys; Sten Sanjorge, Jr.; airport of Tethys; Rome, Italy",2.1313726902008057,1129,48,Modern Rubicon
news_article,4,"Rome, Italy; Modern Rubicon; ON SCENE BLOG; 20 January 2014; GAStech; Orhan Strum; Linda Lagos; 21 January 2014; Abila; Tethys; Kronos; airport of Abila; Rome, Italy; CEO Sanjorge, Jr.",2.814072370529175,1163,67,Modern Rubicon
news_article,5,"Modern Rubicon; ON SCENE BLOG; 20 January 2014; 1920; Abila; 1532; Kronos; GAStech; 1405; Ingrid Barranco; Ada Campo-Corrente; Orhan Strum; Willem Vasco-Pais; Sten Sanjorge, Jr.; 930; 1000; CEO; 1235; 1035; fire unit of Abila",3.5738468170166016,1169,92,Modern Rubicon
news_article,6,Modern Rubicon; ON SCENE BLOG; 20 January 2014; GAStech,1.1415038108825684,690,20,Modern Rubicon
news_article,0,News Desk; POK; 2012/03/10; ABILA; Kronos; Vincent Kapelou; M. Kapelou; GASTECH HOOFDKWARTIER; 2009/02/21; GAStech; Adrien Carman; 2009/03/13; Elian Karel; Michale Kraft,3.2094123363494877,1130,74,News Desk
news_article,1,"Michale Kraft; Karel; Adrien Carman; GAStech - Kronos; Sten Sanjorge, Jr.; News Desk; ANNIVERSARY OF PROTESTS; 2010/06/15; ABILA, Kronos; Elian Karel; Kronos; 19 June; Hagar Awelon; Siopa van Abila; THE ACCIDENT OF THE MOVEMENT NEAR ELODIS; 2007/04/12; Elodis; Rufus Drymiau; Valeria Edris; Celia Edris; Marcellus Edris",4.667214393615723,1135,121,News Desk
news_article,2,"Valeria Edris; Celia Edris; Marcellus Edris; Carmine Edris; Abila; GAStech; News Desk; 2014/01/19; ABILA, Kronos; Sten Sanjorge; Haneson Ngohebo; 2000/10/03; Dorel Kapelou II; Araullo; 1 election of October; 2014/01/20; Kronos Government; 14 people; international gas company",4.434907913208008,1137,103,News Desk
news_article,3,GAStech; Kronos; News Desk; 1997/10/17; ABILA; Elodis; Tiskele; 2005/09/25; POK; Rufus Drymiau,2.3161401748657227,1080,45,News Desk
news_article,4,"Rufus Drymiau; Kronos; GAStech; Elodis; News Desk; GASTECH QUESTIONED EMPLOYEE, DELIVERED; 2014/01/20; ABILA; Edvard Vann; POK; Abila; Haneson Ngohebo; Miriam Avila; 16 December 2013; Sten Sanjorge, Jr.",4.505352973937988,1125,83,News Desk
